Name,total_score,mae_task1,mae_task2,mae_combined,candidate_no,DROP_COLUMNS,NORMALIZATIONS,HIDDEN_LAYERS,iterations,solver,lr_init,momentum,lr
Candidat_683712,100,0.503105382,0.498270892,1.001376274,683712,['User_ID'],Standard,"[32, 4]",2000,sgd,0.0005,0.9,adaptive
Candidat_683713,100,0.503105382,0.498270892,1.001376274,683713,['User_ID'],Standard,"[32, 4]",2000,sgd,0.0005,0.85,constant
Candidat_683714,100,0.503105382,0.498270892,1.001376274,683714,['User_ID'],Standard,"[32, 4]",2000,sgd,0.0005,0.85,invscaling
Candidat_683701,100,0.503105382,0.498270892,1.001376274,683701,['User_ID'],Standard,"[32, 4]",2000,sgd,0.0005,1,constant
Candidat_683702,100,0.503105382,0.498270892,1.001376274,683702,['User_ID'],Standard,"[32, 4]",2000,sgd,0.0005,1,invscaling
Candidat_683703,100,0.503105382,0.498270892,1.001376274,683703,['User_ID'],Standard,"[32, 4]",2000,sgd,0.0005,1,adaptive
Candidat_683704,100,0.503105382,0.498270892,1.001376274,683704,['User_ID'],Standard,"[32, 4]",2000,sgd,0.0005,0.99,constant
Candidat_683705,100,0.503105382,0.498270892,1.001376274,683705,['User_ID'],Standard,"[32, 4]",2000,sgd,0.0005,0.99,invscaling
Candidat_683706,100,0.503105382,0.498270892,1.001376274,683706,['User_ID'],Standard,"[32, 4]",2000,sgd,0.0005,0.99,adaptive
Candidat_683707,100,0.503105382,0.498270892,1.001376274,683707,['User_ID'],Standard,"[32, 4]",2000,sgd,0.0005,0.95,constant
Candidat_683708,100,0.503105382,0.498270892,1.001376274,683708,['User_ID'],Standard,"[32, 4]",2000,sgd,0.0005,0.95,invscaling
Candidat_683709,100,0.503105382,0.498270892,1.001376274,683709,['User_ID'],Standard,"[32, 4]",2000,sgd,0.0005,0.95,adaptive
Candidat_683710,100,0.503105382,0.498270892,1.001376274,683710,['User_ID'],Standard,"[32, 4]",2000,sgd,0.0005,0.9,constant
Candidat_683711,100,0.503105382,0.498270892,1.001376274,683711,['User_ID'],Standard,"[32, 4]",2000,sgd,0.0005,0.9,invscaling
Candidat_683715,100,0.503105382,0.498270892,1.001376274,683715,['User_ID'],Standard,"[32, 4]",2000,sgd,0.0005,0.85,adaptive
Candidat_668552,100,0.484195269,0.520668082,1.004863351,668552,['User_ID'],Standard,[64],2000,sgd,0.005,1,invscaling
Candidat_668554,100,0.484195269,0.520668082,1.004863351,668554,['User_ID'],Standard,[64],2000,sgd,0.005,0.99,constant
Candidat_668555,100,0.484195269,0.520668082,1.004863351,668555,['User_ID'],Standard,[64],2000,sgd,0.005,0.99,invscaling
Candidat_668556,100,0.484195269,0.520668082,1.004863351,668556,['User_ID'],Standard,[64],2000,sgd,0.005,0.99,adaptive
Candidat_668557,100,0.484195269,0.520668082,1.004863351,668557,['User_ID'],Standard,[64],2000,sgd,0.005,0.95,constant
Candidat_668558,100,0.484195269,0.520668082,1.004863351,668558,['User_ID'],Standard,[64],2000,sgd,0.005,0.95,invscaling
Candidat_668559,100,0.484195269,0.520668082,1.004863351,668559,['User_ID'],Standard,[64],2000,sgd,0.005,0.95,adaptive
Candidat_668560,100,0.484195269,0.520668082,1.004863351,668560,['User_ID'],Standard,[64],2000,sgd,0.005,0.9,constant
Candidat_668561,100,0.484195269,0.520668082,1.004863351,668561,['User_ID'],Standard,[64],2000,sgd,0.005,0.9,invscaling
Candidat_668562,100,0.484195269,0.520668082,1.004863351,668562,['User_ID'],Standard,[64],2000,sgd,0.005,0.9,adaptive
Candidat_668563,100,0.484195269,0.520668082,1.004863351,668563,['User_ID'],Standard,[64],2000,sgd,0.005,0.85,constant
Candidat_668564,100,0.484195269,0.520668082,1.004863351,668564,['User_ID'],Standard,[64],2000,sgd,0.005,0.85,invscaling
Candidat_668565,100,0.484195269,0.520668082,1.004863351,668565,['User_ID'],Standard,[64],2000,sgd,0.005,0.85,adaptive
Candidat_668553,100,0.484195269,0.520668082,1.004863351,668553,['User_ID'],Standard,[64],2000,sgd,0.005,1,adaptive
Candidat_668551,100,0.484195269,0.520668082,1.004863351,668551,['User_ID'],Standard,[64],2000,sgd,0.005,1,constant
Candidat_681991,100,0.514382319,0.491098692,1.005481011,681991,['User_ID'],Standard,"[16, 32]",2000,sgd,0.005,1,constant
Candidat_681992,100,0.514382319,0.491098692,1.005481011,681992,['User_ID'],Standard,"[16, 32]",2000,sgd,0.005,1,invscaling
Candidat_681993,100,0.514382319,0.491098692,1.005481011,681993,['User_ID'],Standard,"[16, 32]",2000,sgd,0.005,1,adaptive
Candidat_681994,100,0.514382319,0.491098692,1.005481011,681994,['User_ID'],Standard,"[16, 32]",2000,sgd,0.005,0.99,constant
Candidat_681995,100,0.514382319,0.491098692,1.005481011,681995,['User_ID'],Standard,"[16, 32]",2000,sgd,0.005,0.99,invscaling
Candidat_681996,100,0.514382319,0.491098692,1.005481011,681996,['User_ID'],Standard,"[16, 32]",2000,sgd,0.005,0.99,adaptive
Candidat_681997,100,0.514382319,0.491098692,1.005481011,681997,['User_ID'],Standard,"[16, 32]",2000,sgd,0.005,0.95,constant
Candidat_681998,100,0.514382319,0.491098692,1.005481011,681998,['User_ID'],Standard,"[16, 32]",2000,sgd,0.005,0.95,invscaling
Candidat_681999,100,0.514382319,0.491098692,1.005481011,681999,['User_ID'],Standard,"[16, 32]",2000,sgd,0.005,0.95,adaptive
Candidat_682000,100,0.514382319,0.491098692,1.005481011,682000,['User_ID'],Standard,"[16, 32]",2000,sgd,0.005,0.9,constant
Candidat_682001,100,0.514382319,0.491098692,1.005481011,682001,['User_ID'],Standard,"[16, 32]",2000,sgd,0.005,0.9,invscaling
Candidat_682003,100,0.514382319,0.491098692,1.005481011,682003,['User_ID'],Standard,"[16, 32]",2000,sgd,0.005,0.85,constant
Candidat_682004,100,0.514382319,0.491098692,1.005481011,682004,['User_ID'],Standard,"[16, 32]",2000,sgd,0.005,0.85,invscaling
Candidat_682005,100,0.514382319,0.491098692,1.005481011,682005,['User_ID'],Standard,"[16, 32]",2000,sgd,0.005,0.85,adaptive
Candidat_682002,100,0.514382319,0.491098692,1.005481011,682002,['User_ID'],Standard,"[16, 32]",2000,sgd,0.005,0.9,adaptive
Candidat_682018,100,0.515000051,0.496436213,1.011436264,682018,['User_ID'],Standard,"[16, 32]",2000,sgd,0.001,0.85,constant
Candidat_682019,100,0.515000051,0.496436213,1.011436264,682019,['User_ID'],Standard,"[16, 32]",2000,sgd,0.001,0.85,invscaling
Candidat_682006,100,0.515000051,0.496436213,1.011436264,682006,['User_ID'],Standard,"[16, 32]",2000,sgd,0.001,1,constant
Candidat_682007,100,0.515000051,0.496436213,1.011436264,682007,['User_ID'],Standard,"[16, 32]",2000,sgd,0.001,1,invscaling
Candidat_682008,100,0.515000051,0.496436213,1.011436264,682008,['User_ID'],Standard,"[16, 32]",2000,sgd,0.001,1,adaptive
Candidat_682009,100,0.515000051,0.496436213,1.011436264,682009,['User_ID'],Standard,"[16, 32]",2000,sgd,0.001,0.99,constant
Candidat_682010,100,0.515000051,0.496436213,1.011436264,682010,['User_ID'],Standard,"[16, 32]",2000,sgd,0.001,0.99,invscaling
Candidat_682011,100,0.515000051,0.496436213,1.011436264,682011,['User_ID'],Standard,"[16, 32]",2000,sgd,0.001,0.99,adaptive
Candidat_682012,100,0.515000051,0.496436213,1.011436264,682012,['User_ID'],Standard,"[16, 32]",2000,sgd,0.001,0.95,constant
Candidat_682013,100,0.515000051,0.496436213,1.011436264,682013,['User_ID'],Standard,"[16, 32]",2000,sgd,0.001,0.95,invscaling
Candidat_682014,100,0.515000051,0.496436213,1.011436264,682014,['User_ID'],Standard,"[16, 32]",2000,sgd,0.001,0.95,adaptive
Candidat_682015,100,0.515000051,0.496436213,1.011436264,682015,['User_ID'],Standard,"[16, 32]",2000,sgd,0.001,0.9,constant
Candidat_682016,100,0.515000051,0.496436213,1.011436264,682016,['User_ID'],Standard,"[16, 32]",2000,sgd,0.001,0.9,invscaling
Candidat_682017,100,0.515000051,0.496436213,1.011436264,682017,['User_ID'],Standard,"[16, 32]",2000,sgd,0.001,0.9,adaptive
Candidat_682020,100,0.515000051,0.496436213,1.011436264,682020,['User_ID'],Standard,"[16, 32]",2000,sgd,0.001,0.85,adaptive
Candidat_685351,100,0.533486423,0.480154682,1.013641105,685351,['User_ID'],Standard,"[32, 16]",2000,sgd,0.005,1,constant
Candidat_685352,100,0.533486423,0.480154682,1.013641105,685352,['User_ID'],Standard,"[32, 16]",2000,sgd,0.005,1,invscaling
Candidat_685353,100,0.533486423,0.480154682,1.013641105,685353,['User_ID'],Standard,"[32, 16]",2000,sgd,0.005,1,adaptive
Candidat_685354,100,0.533486423,0.480154682,1.013641105,685354,['User_ID'],Standard,"[32, 16]",2000,sgd,0.005,0.99,constant
Candidat_685355,100,0.533486423,0.480154682,1.013641105,685355,['User_ID'],Standard,"[32, 16]",2000,sgd,0.005,0.99,invscaling
Candidat_685356,100,0.533486423,0.480154682,1.013641105,685356,['User_ID'],Standard,"[32, 16]",2000,sgd,0.005,0.99,adaptive
Candidat_685357,100,0.533486423,0.480154682,1.013641105,685357,['User_ID'],Standard,"[32, 16]",2000,sgd,0.005,0.95,constant
Candidat_685358,100,0.533486423,0.480154682,1.013641105,685358,['User_ID'],Standard,"[32, 16]",2000,sgd,0.005,0.95,invscaling
Candidat_685359,100,0.533486423,0.480154682,1.013641105,685359,['User_ID'],Standard,"[32, 16]",2000,sgd,0.005,0.95,adaptive
Candidat_685360,100,0.533486423,0.480154682,1.013641105,685360,['User_ID'],Standard,"[32, 16]",2000,sgd,0.005,0.9,constant
Candidat_685361,100,0.533486423,0.480154682,1.013641105,685361,['User_ID'],Standard,"[32, 16]",2000,sgd,0.005,0.9,invscaling
Candidat_685362,100,0.533486423,0.480154682,1.013641105,685362,['User_ID'],Standard,"[32, 16]",2000,sgd,0.005,0.9,adaptive
Candidat_685363,100,0.533486423,0.480154682,1.013641105,685363,['User_ID'],Standard,"[32, 16]",2000,sgd,0.005,0.85,constant
Candidat_685364,100,0.533486423,0.480154682,1.013641105,685364,['User_ID'],Standard,"[32, 16]",2000,sgd,0.005,0.85,invscaling
Candidat_685365,100,0.533486423,0.480154682,1.013641105,685365,['User_ID'],Standard,"[32, 16]",2000,sgd,0.005,0.85,adaptive
Candidat_860951,100,0.530199095,0.487699957,1.017899052,860951,['User_ID'],MinMax,"[8, 32, 32]",2000,sgd,0.0005,0.9,invscaling
Candidat_860952,100,0.530199095,0.487699957,1.017899052,860952,['User_ID'],MinMax,"[8, 32, 32]",2000,sgd,0.0005,0.9,adaptive
Candidat_860941,100,0.530199095,0.487699957,1.017899052,860941,['User_ID'],MinMax,"[8, 32, 32]",2000,sgd,0.0005,1,constant
Candidat_860942,100,0.530199095,0.487699957,1.017899052,860942,['User_ID'],MinMax,"[8, 32, 32]",2000,sgd,0.0005,1,invscaling
Candidat_860943,100,0.530199095,0.487699957,1.017899052,860943,['User_ID'],MinMax,"[8, 32, 32]",2000,sgd,0.0005,1,adaptive
Candidat_860944,100,0.530199095,0.487699957,1.017899052,860944,['User_ID'],MinMax,"[8, 32, 32]",2000,sgd,0.0005,0.99,constant
Candidat_860945,100,0.530199095,0.487699957,1.017899052,860945,['User_ID'],MinMax,"[8, 32, 32]",2000,sgd,0.0005,0.99,invscaling
Candidat_860946,100,0.530199095,0.487699957,1.017899052,860946,['User_ID'],MinMax,"[8, 32, 32]",2000,sgd,0.0005,0.99,adaptive
Candidat_860947,100,0.530199095,0.487699957,1.017899052,860947,['User_ID'],MinMax,"[8, 32, 32]",2000,sgd,0.0005,0.95,constant
Candidat_860948,100,0.530199095,0.487699957,1.017899052,860948,['User_ID'],MinMax,"[8, 32, 32]",2000,sgd,0.0005,0.95,invscaling
Candidat_860949,100,0.530199095,0.487699957,1.017899052,860949,['User_ID'],MinMax,"[8, 32, 32]",2000,sgd,0.0005,0.95,adaptive
Candidat_860950,100,0.530199095,0.487699957,1.017899052,860950,['User_ID'],MinMax,"[8, 32, 32]",2000,sgd,0.0005,0.9,constant
Candidat_860954,100,0.530199095,0.487699957,1.017899052,860954,['User_ID'],MinMax,"[8, 32, 32]",2000,sgd,0.0005,0.85,invscaling
Candidat_860955,100,0.530199095,0.487699957,1.017899052,860955,['User_ID'],MinMax,"[8, 32, 32]",2000,sgd,0.0005,0.85,adaptive
Candidat_860953,100,0.530199095,0.487699957,1.017899052,860953,['User_ID'],MinMax,"[8, 32, 32]",2000,sgd,0.0005,0.85,constant
Candidat_730751,100,0.521321928,0.499235007,1.020556936,730751,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.0005,0.9,invscaling
Candidat_730750,100,0.521321928,0.499235007,1.020556936,730750,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.0005,0.9,constant
Candidat_730741,100,0.521321928,0.499235007,1.020556936,730741,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.0005,1,constant
Candidat_730742,100,0.521321928,0.499235007,1.020556936,730742,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.0005,1,invscaling
Candidat_730743,100,0.521321928,0.499235007,1.020556936,730743,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.0005,1,adaptive
Candidat_730744,100,0.521321928,0.499235007,1.020556936,730744,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.0005,0.99,constant
Candidat_730745,100,0.521321928,0.499235007,1.020556936,730745,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.0005,0.99,invscaling
Candidat_730746,100,0.521321928,0.499235007,1.020556936,730746,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.0005,0.99,adaptive
Candidat_730747,100,0.521321928,0.499235007,1.020556936,730747,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.0005,0.95,constant
Candidat_730748,100,0.521321928,0.499235007,1.020556936,730748,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.0005,0.95,invscaling
Candidat_730749,100,0.521321928,0.499235007,1.020556936,730749,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.0005,0.95,adaptive
Candidat_730752,100,0.521321928,0.499235007,1.020556936,730752,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.0005,0.9,adaptive
Candidat_730754,100,0.521321928,0.499235007,1.020556936,730754,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.0005,0.85,invscaling
Candidat_730755,100,0.521321928,0.499235007,1.020556936,730755,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.0005,0.85,adaptive
Candidat_730753,100,0.521321928,0.499235007,1.020556936,730753,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.0005,0.85,constant
Candidat_731582,100,0.551073093,0.475590923,1.026664016,731582,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.0005,1,invscaling
Candidat_731581,100,0.551073093,0.475590923,1.026664016,731581,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.0005,1,constant
Candidat_731584,100,0.551073093,0.475590923,1.026664016,731584,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.0005,0.99,constant
Candidat_731585,100,0.551073093,0.475590923,1.026664016,731585,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.0005,0.99,invscaling
Candidat_731586,100,0.551073093,0.475590923,1.026664016,731586,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.0005,0.99,adaptive
Candidat_731587,100,0.551073093,0.475590923,1.026664016,731587,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.0005,0.95,constant
Candidat_731588,100,0.551073093,0.475590923,1.026664016,731588,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.0005,0.95,invscaling
Candidat_731589,100,0.551073093,0.475590923,1.026664016,731589,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.0005,0.95,adaptive
Candidat_731590,100,0.551073093,0.475590923,1.026664016,731590,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.0005,0.9,constant
Candidat_731591,100,0.551073093,0.475590923,1.026664016,731591,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.0005,0.9,invscaling
Candidat_731592,100,0.551073093,0.475590923,1.026664016,731592,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.0005,0.9,adaptive
Candidat_731593,100,0.551073093,0.475590923,1.026664016,731593,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.0005,0.85,constant
Candidat_731594,100,0.551073093,0.475590923,1.026664016,731594,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.0005,0.85,invscaling
Candidat_731595,100,0.551073093,0.475590923,1.026664016,731595,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.0005,0.85,adaptive
Candidat_731583,100,0.551073093,0.475590923,1.026664016,731583,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.0005,1,adaptive
Candidat_728241,100,0.511003463,0.520069409,1.031072872,728241,['User_ID'],Standard,"[8, 32, 32]",2000,sgd,0.0001,0.99,adaptive
Candidat_728240,100,0.511003463,0.520069409,1.031072872,728240,['User_ID'],Standard,"[8, 32, 32]",2000,sgd,0.0001,0.99,invscaling
Candidat_728236,100,0.511003463,0.520069409,1.031072872,728236,['User_ID'],Standard,"[8, 32, 32]",2000,sgd,0.0001,1,constant
Candidat_728237,100,0.511003463,0.520069409,1.031072872,728237,['User_ID'],Standard,"[8, 32, 32]",2000,sgd,0.0001,1,invscaling
Candidat_728238,100,0.511003463,0.520069409,1.031072872,728238,['User_ID'],Standard,"[8, 32, 32]",2000,sgd,0.0001,1,adaptive
Candidat_728239,100,0.511003463,0.520069409,1.031072872,728239,['User_ID'],Standard,"[8, 32, 32]",2000,sgd,0.0001,0.99,constant
Candidat_728243,100,0.511003463,0.520069409,1.031072872,728243,['User_ID'],Standard,"[8, 32, 32]",2000,sgd,0.0001,0.95,invscaling
Candidat_728245,100,0.511003463,0.520069409,1.031072872,728245,['User_ID'],Standard,"[8, 32, 32]",2000,sgd,0.0001,0.9,constant
Candidat_728246,100,0.511003463,0.520069409,1.031072872,728246,['User_ID'],Standard,"[8, 32, 32]",2000,sgd,0.0001,0.9,invscaling
Candidat_728247,100,0.511003463,0.520069409,1.031072872,728247,['User_ID'],Standard,"[8, 32, 32]",2000,sgd,0.0001,0.9,adaptive
Candidat_728248,100,0.511003463,0.520069409,1.031072872,728248,['User_ID'],Standard,"[8, 32, 32]",2000,sgd,0.0001,0.85,constant
Candidat_728249,100,0.511003463,0.520069409,1.031072872,728249,['User_ID'],Standard,"[8, 32, 32]",2000,sgd,0.0001,0.85,invscaling
Candidat_728250,100,0.511003463,0.520069409,1.031072872,728250,['User_ID'],Standard,"[8, 32, 32]",2000,sgd,0.0001,0.85,adaptive
Candidat_728244,100,0.511003463,0.520069409,1.031072872,728244,['User_ID'],Standard,"[8, 32, 32]",2000,sgd,0.0001,0.95,adaptive
Candidat_728242,100,0.511003463,0.520069409,1.031072872,728242,['User_ID'],Standard,"[8, 32, 32]",2000,sgd,0.0001,0.95,constant
Candidat_731566,100,0.536002887,0.4955713,1.031574186,731566,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.001,1,constant
Candidat_731567,100,0.536002887,0.4955713,1.031574186,731567,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.001,1,invscaling
Candidat_731569,100,0.536002887,0.4955713,1.031574186,731569,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.001,0.99,constant
Candidat_731570,100,0.536002887,0.4955713,1.031574186,731570,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.001,0.99,invscaling
Candidat_731571,100,0.536002887,0.4955713,1.031574186,731571,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.001,0.99,adaptive
Candidat_731572,100,0.536002887,0.4955713,1.031574186,731572,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.001,0.95,constant
Candidat_731573,100,0.536002887,0.4955713,1.031574186,731573,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.001,0.95,invscaling
Candidat_731574,100,0.536002887,0.4955713,1.031574186,731574,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.001,0.95,adaptive
Candidat_731575,100,0.536002887,0.4955713,1.031574186,731575,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.001,0.9,constant
Candidat_731576,100,0.536002887,0.4955713,1.031574186,731576,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.001,0.9,invscaling
Candidat_731577,100,0.536002887,0.4955713,1.031574186,731577,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.001,0.9,adaptive
Candidat_731578,100,0.536002887,0.4955713,1.031574186,731578,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.001,0.85,constant
Candidat_731579,100,0.536002887,0.4955713,1.031574186,731579,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.001,0.85,invscaling
Candidat_731580,100,0.536002887,0.4955713,1.031574186,731580,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.001,0.85,adaptive
Candidat_731568,100,0.536002887,0.4955713,1.031574186,731568,['User_ID'],Standard,"[8, 64, 16]",2000,sgd,0.001,1,adaptive
Candidat_730717,100,0.545780309,0.490137962,1.035918272,730717,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.005,0.95,constant
Candidat_730716,100,0.545780309,0.490137962,1.035918272,730716,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.005,0.99,adaptive
Candidat_730711,100,0.545780309,0.490137962,1.035918272,730711,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.005,1,constant
Candidat_730712,100,0.545780309,0.490137962,1.035918272,730712,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.005,1,invscaling
Candidat_730713,100,0.545780309,0.490137962,1.035918272,730713,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.005,1,adaptive
Candidat_730714,100,0.545780309,0.490137962,1.035918272,730714,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.005,0.99,constant
Candidat_730715,100,0.545780309,0.490137962,1.035918272,730715,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.005,0.99,invscaling
Candidat_730719,100,0.545780309,0.490137962,1.035918272,730719,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.005,0.95,adaptive
Candidat_730721,100,0.545780309,0.490137962,1.035918272,730721,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.005,0.9,invscaling
Candidat_730722,100,0.545780309,0.490137962,1.035918272,730722,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.005,0.9,adaptive
Candidat_730723,100,0.545780309,0.490137962,1.035918272,730723,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.005,0.85,constant
Candidat_730724,100,0.545780309,0.490137962,1.035918272,730724,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.005,0.85,invscaling
Candidat_730725,100,0.545780309,0.490137962,1.035918272,730725,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.005,0.85,adaptive
Candidat_730720,100,0.545780309,0.490137962,1.035918272,730720,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.005,0.9,constant
Candidat_730718,100,0.545780309,0.490137962,1.035918272,730718,['User_ID'],Standard,"[8, 64, 8]",2000,sgd,0.005,0.95,invscaling
Candidat_688716,100,0.54065531,0.495519717,1.036175028,688716,['User_ID'],Standard,"[64, 8]",2000,sgd,0.005,0.99,adaptive
Candidat_688715,100,0.54065531,0.495519717,1.036175028,688715,['User_ID'],Standard,"[64, 8]",2000,sgd,0.005,0.99,invscaling
Candidat_688714,100,0.54065531,0.495519717,1.036175028,688714,['User_ID'],Standard,"[64, 8]",2000,sgd,0.005,0.99,constant
Candidat_688713,100,0.54065531,0.495519717,1.036175028,688713,['User_ID'],Standard,"[64, 8]",2000,sgd,0.005,1,adaptive
Candidat_688712,100,0.54065531,0.495519717,1.036175028,688712,['User_ID'],Standard,"[64, 8]",2000,sgd,0.005,1,invscaling
Candidat_688711,100,0.54065531,0.495519717,1.036175028,688711,['User_ID'],Standard,"[64, 8]",2000,sgd,0.005,1,constant
Candidat_688717,100,0.54065531,0.495519717,1.036175028,688717,['User_ID'],Standard,"[64, 8]",2000,sgd,0.005,0.95,constant
Candidat_688719,100,0.54065531,0.495519717,1.036175028,688719,['User_ID'],Standard,"[64, 8]",2000,sgd,0.005,0.95,adaptive
Candidat_688720,100,0.54065531,0.495519717,1.036175028,688720,['User_ID'],Standard,"[64, 8]",2000,sgd,0.005,0.9,constant
Candidat_688721,100,0.54065531,0.495519717,1.036175028,688721,['User_ID'],Standard,"[64, 8]",2000,sgd,0.005,0.9,invscaling
Candidat_688722,100,0.54065531,0.495519717,1.036175028,688722,['User_ID'],Standard,"[64, 8]",2000,sgd,0.005,0.9,adaptive
Candidat_688723,100,0.54065531,0.495519717,1.036175028,688723,['User_ID'],Standard,"[64, 8]",2000,sgd,0.005,0.85,constant
Candidat_688724,100,0.54065531,0.495519717,1.036175028,688724,['User_ID'],Standard,"[64, 8]",2000,sgd,0.005,0.85,invscaling
Candidat_688725,100,0.54065531,0.495519717,1.036175028,688725,['User_ID'],Standard,"[64, 8]",2000,sgd,0.005,0.85,adaptive
Candidat_688718,100,0.54065531,0.495519717,1.036175028,688718,['User_ID'],Standard,"[64, 8]",2000,sgd,0.005,0.95,invscaling
Candidat_712271,100,0.53367212,0.506300565,1.039972686,712271,['User_ID'],Standard,"[4, 64, 64]",2000,sgd,0.0005,0.9,invscaling
Candidat_712261,100,0.53367212,0.506300565,1.039972686,712261,['User_ID'],Standard,"[4, 64, 64]",2000,sgd,0.0005,1,constant
Candidat_712262,100,0.53367212,0.506300565,1.039972686,712262,['User_ID'],Standard,"[4, 64, 64]",2000,sgd,0.0005,1,invscaling
Candidat_712263,100,0.53367212,0.506300565,1.039972686,712263,['User_ID'],Standard,"[4, 64, 64]",2000,sgd,0.0005,1,adaptive
Candidat_712264,100,0.53367212,0.506300565,1.039972686,712264,['User_ID'],Standard,"[4, 64, 64]",2000,sgd,0.0005,0.99,constant
Candidat_712265,100,0.53367212,0.506300565,1.039972686,712265,['User_ID'],Standard,"[4, 64, 64]",2000,sgd,0.0005,0.99,invscaling
Candidat_712266,100,0.53367212,0.506300565,1.039972686,712266,['User_ID'],Standard,"[4, 64, 64]",2000,sgd,0.0005,0.99,adaptive
Candidat_712267,100,0.53367212,0.506300565,1.039972686,712267,['User_ID'],Standard,"[4, 64, 64]",2000,sgd,0.0005,0.95,constant
Candidat_712268,100,0.53367212,0.506300565,1.039972686,712268,['User_ID'],Standard,"[4, 64, 64]",2000,sgd,0.0005,0.95,invscaling
Candidat_712269,100,0.53367212,0.506300565,1.039972686,712269,['User_ID'],Standard,"[4, 64, 64]",2000,sgd,0.0005,0.95,adaptive
Candidat_712270,100,0.53367212,0.506300565,1.039972686,712270,['User_ID'],Standard,"[4, 64, 64]",2000,sgd,0.0005,0.9,constant
Candidat_712272,100,0.53367212,0.506300565,1.039972686,712272,['User_ID'],Standard,"[4, 64, 64]",2000,sgd,0.0005,0.9,adaptive
Candidat_712274,100,0.53367212,0.506300565,1.039972686,712274,['User_ID'],Standard,"[4, 64, 64]",2000,sgd,0.0005,0.85,invscaling
Candidat_712275,100,0.53367212,0.506300565,1.039972686,712275,['User_ID'],Standard,"[4, 64, 64]",2000,sgd,0.0005,0.85,adaptive
Candidat_712273,100,0.53367212,0.506300565,1.039972686,712273,['User_ID'],Standard,"[4, 64, 64]",2000,sgd,0.0005,0.85,constant
Candidat_712289,100,0.663939326,0.386748239,1.050687565,712289,['User_ID'],Standard,"[4, 64, 64]",2000,sgd,0.0001,0.85,invscaling
